Address,Quality,Size,Name
0x00000071000007b0,U,000140,_ZN26AutoSwitchBlockWatcherAreaC1EPKc
0x0000007100000840,U,000348,_ZN26AutoSwitchBlockWatcherArea4initERKN2al13ActorInitInfoE
0x00000071000009a0,U,000004,_ZN26AutoSwitchBlockWatcherArea7controlEv
0x00000071000009b0,U,000256,_ZN26AutoSwitchBlockWatcherArea14exePlayerCheckEv
0x0000007100000ab0,U,000004,_ZN26AutoSwitchBlockWatcherArea7exeIdleEv
0x0000007100000ac0,U,000004,_ZN26AutoSwitchBlockWatcherArea8calcAnimEv
0x0000007100000ad0,U,000016,_ZN26AutoSwitchBlockWatcherAreaD1Ev
0x0000007100000ae0,U,000048,_ZN26AutoSwitchBlockWatcherAreaD0Ev
0x0000007100000b10,U,000004,
0x0000007100000b20,U,000008,
0x0000007100000b30,U,000140,_ZN18BlockHardWatchAreaC2EPKc
0x0000007100000bc0,U,000140,_ZN18BlockHardWatchAreaC1EPKc
0x0000007100000c50,U,000436,_ZN18BlockHardWatchArea4initERKN2al13ActorInitInfoE
0x0000007100000e10,U,000004,_ZN18BlockHardWatchArea7controlEv
0x0000007100000e20,U,000292,_ZN18BlockHardWatchArea14exePlayerCheckEv
0x0000007100000f50,U,000004,_ZN18BlockHardWatchArea7exeIdleEv
0x0000007100000f60,U,000004,_ZN18BlockHardWatchArea8calcAnimEv
0x0000007100000f70,U,000016,_ZN18BlockHardWatchAreaD1Ev
0x0000007100000f80,U,000048,_ZN18BlockHardWatchAreaD0Ev
0x0000007100000fb0,U,000008,
0x0000007100000fc0,U,000004,
0x0000007100000fd0,U,000080,_ZN27CameraDirectionSwitchOnAreaC2EPKc
0x0000007100001020,U,000100,_ZN27CameraDirectionSwitchOnAreaC1EPKc
0x0000007100001090,U,000180,_ZN27CameraDirectionSwitchOnArea4initERKN2al12AreaInitInfoE
0x0000007100001150,U,000008,_ZNK2al7AreaObj7getNameEv
0x0000007100001160,U,000008,_ZNK2al7AreaObj20getStageSwitchKeeperEv
0x0000007100001170,U,000156,_ZN36CameraPoserKinopioBrigadeObserveAreaC2EPKc
0x0000007100001210,U,000164,_ZN36CameraPoserKinopioBrigadeObserveAreaC1EPKc
0x00000071000012c0,U,000288,_ZN36CameraPoserKinopioBrigadeObserveArea4initERKN2al13ActorInitInfoE
0x00000071000013e0,U,000264,_ZN36CameraPoserKinopioBrigadeObserveArea5checkEv
0x00000071000014f0,U,000104,_ZN36CameraPoserKinopioBrigadeObserveArea7controlEv
0x0000007100001560,U,000016,_ZN36CameraPoserKinopioBrigadeObserveAreaD1Ev
0x0000007100001570,U,000048,_ZN36CameraPoserKinopioBrigadeObserveAreaD0Ev
0x00000071000015a0,U,000384,_ZN19EnemyDeathWatchArea9initLinksERKN2al13ActorInitInfoEPNS0_9LiveActorE
0x0000007100001720,U,000152,_ZN19EnemyDeathWatchAreaC1EPKcPN2al9LiveActorE
0x00000071000017c0,U,000128,_ZN19EnemyDeathWatchArea4initERKN2al13PlacementInfoERKNS0_13ActorInitInfoE
0x0000007100001840,U,000144,_ZN19EnemyDeathWatchAreaC2EPKcPN2al9LiveActorE
0x00000071000018d0,U,000224,_ZN19EnemyDeathWatchArea7controlEv
0x00000071000019b0,U,000004,_ZN19EnemyDeathWatchArea8calcAnimEv
0x00000071000019c0,U,000016,_ZN19EnemyDeathWatchAreaD1Ev
0x00000071000019d0,U,000048,_ZN19EnemyDeathWatchAreaD0Ev
0x0000007100001a00,U,000068,_ZN16FrameOutCtrlAreaC2EPKc
0x0000007100001a50,U,000088,_ZN16FrameOutCtrlAreaC1EPKc
0x0000007100001ab0,U,000140,_ZN16FrameOutCtrlArea4initERKN2al12AreaInitInfoE
0x0000007100001b40,U,000204,_ZN33PlayerCollisionFallOutReturnPointC2EPKc
0x0000007100001c10,U,000212,_ZN33PlayerCollisionFallOutReturnPointC1EPKc
0x0000007100001cf0,U,000276,_ZN33PlayerCollisionFallOutReturnPoint4initERKN2al13ActorInitInfoE
0x0000007100001e10,U,000224,_ZN33PlayerCollisionFallOutReturnPoint18initAfterPlacementEv
0x0000007100001ef0,U,000172,_ZN33PlayerCollisionFallOutReturnPoint7controlEv
0x0000007100001fa0,U,000008,_ZNK33PlayerCollisionFallOutReturnPoint14tryIsInAreaObjERKN4sead7Vector3IfEE
0x0000007100001fb0,U,000016,_ZN33PlayerCollisionFallOutReturnPointD1Ev
0x0000007100001fc0,U,000048,_ZN33PlayerCollisionFallOutReturnPointD0Ev
0x0000007100001ff0,U,000036,_ZN39PlayerCollisionFallOutReturnPointHolderC2Ev
0x0000007100002020,U,000040,_ZN39PlayerCollisionFallOutReturnPointHolder19registerReturnPointEPK33PlayerCollisionFallOutReturnPoint
0x0000007100002050,U,000216,_ZNK39PlayerCollisionFallOutReturnPointHolder17tryIsInAreaObjAnyEPN4sead7Vector3IfEERKS2_
0x0000007100002130,U,000012,_ZNK39PlayerCollisionFallOutReturnPointHolder15getSceneObjNameEv
0x0000007100002140,U,000004,_ZN2al9ISceneObj26initAfterPlacementSceneObjERKNS_13ActorInitInfoE
0x0000007100002150,U,000004,_ZN2al9ISceneObj12initSceneObjEv
0x0000007100002160,U,000096,_ZN25PlayerCollisionYPlaneAreaC2EPKc
0x00000071000021c0,U,000116,_ZN25PlayerCollisionYPlaneAreaC1EPKc
0x0000007100002240,U,000004,_ZN25PlayerCollisionYPlaneArea4initERKN2al12AreaInitInfoE
0x0000007100002250,U,000248,_ZN25PlayerCollisionYPlaneArea19getResultCheckArrowEPKN2al13IUseCollisionE
0x0000007100002350,U,000076,_ZN21ProjectAreaObjFactoryC2Ev
0x00000071000023a0,U,000008,_ZNK2al7FactoryIPFPNS_7AreaObjEPKcEE11convertNameES4_
0x00000071000023b0,U,000052,_ZN2al21createAreaObjFunctionINS_7AreaObjEEEPS1_PKc
0x00000071000023f0,U,000052,_ZN2al21createAreaObjFunctionINS_10CameraAreaEEEPNS_7AreaObjEPKc
0x0000007100002430,U,000052,_ZN2al21createAreaObjFunctionI27CameraDirectionSwitchOnAreaEEPNS_7AreaObjEPKc
0x0000007100002470,U,000052,_ZN2al21createAreaObjFunctionINS_22CameraRailParallelAreaEEEPNS_7AreaObjEPKc
0x00000071000024b0,U,000052,_ZN2al21createAreaObjFunctionINS_12EdgeDrawAreaEEEPNS_7AreaObjEPKc
0x00000071000024f0,U,000052,_ZN2al21createAreaObjFunctionI16FrameOutCtrlAreaEEPNS_7AreaObjEPKc
0x0000007100002530,U,000052,_ZN2al21createAreaObjFunctionINS_10SePlayAreaEEEPNS_7AreaObjEPKc
0x0000007100002570,U,000052,_ZN2al21createAreaObjFunctionI13WorldClipAreaEEPNS_7AreaObjEPKc
0x00000071000025b0,U,000052,_ZN2al21createAreaObjFunctionI25PlayerCollisionYPlaneAreaEEPNS_7AreaObjEPKc
0x00000071000025f0,U,000052,_ZN2al21createAreaObjFunctionI24VRFocusPointReactionAreaEEPNS_7AreaObjEPKc
0x0000007100002630,U,000528,_ZNK20TouchRotateWatchArea20TryForcePartRotationER26IUseTouchRotateHandleParts
0x0000007100002840,U,000076,_ZN20TouchRotateWatchAreaC2EPKc
0x0000007100002890,U,000096,_ZN20TouchRotateWatchAreaC1EPKc
0x00000071000028f0,U,000424,_ZN20TouchRotateWatchArea4initERKN2al13PlacementInfoERKNS0_13ActorInitInfoE
0x0000007100002aa0,U,000244,_ZNK20TouchRotateWatchArea12allPlayersInERN4sead8PtrArrayI26IUseTouchRotateHandlePartsEEPKN2al18CameraTargetHolderE
0x0000007100002ba0,U,000064,_ZN24VRFocusPointReactionAreaC2EPKc
0x0000007100002be0,U,000084,_ZN24VRFocusPointReactionAreaC1EPKc
0x0000007100002c40,U,000004,_ZN24VRFocusPointReactionArea4initERKN2al12AreaInitInfoE
0x0000007100002c50,U,000068,_ZN24VRFocusPointReactionArea5setOnEv
0x0000007100002ca0,U,000064,_ZN24VRFocusPointReactionArea6setOffEv
0x0000007100002ce0,U,000064,_ZN13WorldClipAreaC2EPKc
0x0000007100002d20,U,000084,_ZN13WorldClipAreaC1EPKc
0x0000007100002d80,U,000228,_ZN13WorldClipArea4initERKN2al12AreaInitInfoE
0x0000007100002e70,U,000016,_ZN18BgmBeatRateTriggerC2EPN2al9LiveActorEf
0x0000007100002e80,U,000160,_ZN18BgmBeatRateTrigger6updateEv
0x0000007100002f20,U,000032,_ZN22BgmBeatPeriodicTriggerC1EPN2al9LiveActorEi
0x0000007100002f40,U,000172,_ZN22BgmBeatPeriodicTrigger6updateEv
0x0000007100002ff0,U,000104,_ZN16MicInputSePlayerC2EPN2al13AudioDirectorE
0x0000007100003060,U,000052,_ZN16MicInputSePlayer6updateEv
0x00000071000030a0,U,000144,_ZN16MicInputSePlayer7exeWaitEv
0x0000007100003130,U,000156,_ZN16MicInputSePlayer7exeBlowEv
0x00000071000031d0,O,000008,_ZNK2al13NerveExecutor14getNerveKeeperEv
0x00000071000031e0,U,000036,_ZN16MicInputSePlayerD0Ev
0x0000007100003210,U,000008,_ZNK16MicInputSePlayer14getAudioKeeperEv
0x0000007100003220,U,000008,_ZThn16_NK16MicInputSePlayer14getAudioKeeperEv
0x0000007100003230,U,000148,
0x00000071000032d0,U,000160,
0x0000007100003370,U,000016,_ZN15PcmTempoChangerC1Ev
0x0000007100003380,U,000172,_ZN15PcmTempoChanger10initializeEfjjj
0x0000007100003430,U,000408,_ZN15PcmTempoChanger16CopyPcmOnTempoUpER9PcmBufferIsER9PcmReaderIsEj
0x00000071000035d0,U,000460,_ZN15PcmTempoChanger18CopyPcmOnTempoDownER9PcmBufferIsER9PcmReaderIsEj
0x00000071000037a0,U,000652,_ZN15PcmTempoChanger11changeTempoER9PcmBufferIsER9PcmReaderIsEj
0x0000007100003a30,U,000004,_ZN15PcmTempoChanger11changeTempoER9PcmBufferIsES2_
0x0000007100003a40,U,000072,_ZN22PlayerBigBgmControllerC2EPN2al13AudioDirectorE
0x0000007100003a90,U,000196,_ZN22PlayerBigBgmController6updateEv
0x0000007100003b60,U,000016,_ZN22PlayerBigBgmController11notifyStartEv
0x0000007100003b70,U,000100,_ZN22PlayerBigBgmController9notifyEndEv
0x0000007100003be0,U,000028,_ZN22PlayerBigBgmController9notifyGetEv
0x0000007100003c00,U,000008,_ZNK22PlayerBigBgmController14getAudioKeeperEv
0x0000007100003c10,U,000072,_ZN29PlayerInvincibleBgmControllerC2EPN2al13AudioDirectorE
0x0000007100003c60,U,000084,_ZN29PlayerInvincibleBgmController6updateEv
0x0000007100003cc0,U,000016,_ZN29PlayerInvincibleBgmController11notifyStartEv
0x0000007100003cd0,U,000036,_ZN29PlayerInvincibleBgmController9notifyEndEv
0x0000007100003d00,U,000012,_ZN29PlayerInvincibleBgmController9notifyGetEv
0x0000007100003d10,U,000008,_ZNK29PlayerInvincibleBgmController14getAudioKeeperEv
0x0000007100003d20,U,000728,_ZN22BossBirdStateBlowParamC2EibfbPKcS1_S1_
0x0000007100004000,U,000004,_ZN22BossBirdStateBlowParamD2Ev
0x0000007100004010,U,000716,_ZN24BossBirdStateAttackParamC2EibbPKcS1_S1_
0x00000071000042e0,U,000004,_ZN24BossBirdStateAttackParamD2Ev
0x00000071000042f0,U,000256,_ZN8BossBirdC2EPKc
0x00000071000043f0,U,000264,_ZN8BossBirdC1EPKc
0x0000007100004500,U,001304,_ZN8BossBird4initERKN2al13ActorInitInfoE
0x0000007100004a20,U,000712,_ZN22BossBirdStateMoveParamC2EfbfPKcS1_S1_
0x0000007100004cf0,U,000824,_ZN22BossBirdStateMoveParamC2ERKS_
0x0000007100005030,U,000780,_ZN8BossBird7controlEv
0x0000007100005340,U,000092,_ZNK8BossBird6isDemoEv
0x00000071000053a0,U,000128,_ZNK8BossBird20isNerveEnableAimHeadEv
0x0000007100005420,U,000052,_ZN8BossBird6appearEv
0x0000007100005460,U,000276,_ZNK8BossBird19isNerveEnableDamageEv
0x0000007100005580,U,000688,_ZN8BossBird12attackSensorEPN2al9HitSensorES2_
0x0000007100005830,U,000068,_ZNK8BossBird11isMoveStartEv
0x0000007100005880,U,000068,_ZNK8BossBird9isMoveEndEv
0x00000071000058d0,U,000752,_ZN8BossBird10receiveMsgEPKN2al9SensorMsgEPNS0_9HitSensorES5_
0x0000007100005bc0,U,000188,_ZN8BossBird9exeAppearEv
0x0000007100005c80,U,000156,_ZN8BossBird7exeWaitEv
0x0000007100005d20,U,000568,_ZN8BossBird9exeDamageEv
0x0000007100005f60,U,000148,_ZN8BossBird26tryShiftThunderOrNextNerveEPKN2al5NerveE
0x0000007100006000,U,000232,_ZN8BossBird19exeReleaseItemStartEv
0x00000071000060f0,U,000336,_ZN8BossBird26rotatePuppetFaceToKinopicoEv
0x0000007100006240,U,000320,_ZN8BossBird14exeReleaseItemEv
0x0000007100006380,U,000068,_ZN8BossBird7exeDownEv
0x00000071000063d0,U,000408,_ZN8BossBird15exeMoveApproachEv
0x0000007100006570,U,000208,_ZN8BossBird9exeAttackEv
0x0000007100006640,U,000184,_ZN8BossBird10exeThunderEv
0x0000007100006700,U,000356,_ZN8BossBird15exeBlowApproachEv
0x0000007100006870,U,000200,_ZN8BossBird8exeShoutEv
0x0000007100006940,U,000104,_ZN8BossBird10exeEndDemoEv
0x00000071000069b0,U,000016,_ZN8BossBirdD1Ev
0x00000071000069c0,U,000048,_ZN8BossBirdD0Ev
0x00000071000069f0,O,000004,_ZN4sead15FixedSafeStringILi64EED0Ev
0x0000007100006a00,O,000236,_ZN4sead15FixedSafeStringILi64EEaSERKNS_14SafeStringBaseIcEE
0x0000007100006af0,O,000004,_ZN4sead19FixedSafeStringBaseIcLi64EED0Ev
0x0000007100006b00,O,000236,_ZN4sead19FixedSafeStringBaseIcLi64EEaSERKNS_14SafeStringBaseIcEE
0x0000007100006bf0,O,000004,_ZN4sead22BufferedSafeStringBaseIcED0Ev
0x0000007100006c00,U,000008,
0x0000007100006c10,U,000008,
0x0000007100006c20,U,000008,
0x0000007100006c30,U,000008,
0x0000007100006c40,U,000008,
0x0000007100006c50,U,000108,
0x0000007100006cc0,U,000008,
0x0000007100006cd0,U,000008,
0x0000007100006ce0,U,000008,
0x0000007100006cf0,U,000008,
0x0000007100006d00,U,000008,
0x0000007100006d10,U,000008,
0x0000007100006d20,U,000008,
0x0000007100006d30,U,000072,
0x0000007100006d80,U,000292,
0x0000007100006eb0,U,000288,_ZN14BossBirdDoubleC2EPKcP21BossBirdDoubleWatcher
0x0000007100006fd0,U,000288,_ZN14BossBirdDoubleC1EPKcP21BossBirdDoubleWatcher
0x00000071000070f0,U,001576,_ZN14BossBirdDouble4initERKN2al13ActorInitInfoE
0x0000007100007720,U,000712,_ZN28BossBirdDoubleStateMoveParamC2EfbfPKcS1_S1_
0x00000071000079f0,U,000824,_ZN28BossBirdDoubleStateMoveParamC2ERKS_
0x0000007100007d30,U,000648,_ZN14BossBirdDouble7controlEv
0x0000007100007fc0,U,000128,_ZNK14BossBirdDouble20isNerveEnableAimHeadEv
0x0000007100008040,U,000052,_ZN14BossBirdDouble6appearEv
0x0000007100008080,U,000276,_ZNK14BossBirdDouble19isNerveEnableDamageEv
0x00000071000081a0,U,000632,_ZN14BossBirdDouble12attackSensorEPN2al9HitSensorES2_
0x0000007100008420,U,000068,_ZNK14BossBirdDouble11isMoveStartEv
0x0000007100008470,U,000068,_ZNK14BossBirdDouble9isMoveEndEv
0x00000071000084c0,U,000716,_ZN14BossBirdDouble10receiveMsgEPKN2al9SensorMsgEPNS0_9HitSensorES5_
0x0000007100008790,U,000216,_ZN14BossBirdDouble9exeAppearEv
0x0000007100008870,U,000008,_ZN14BossBirdDouble9isCopycatEv
0x0000007100008880,U,000192,_ZN14BossBirdDouble7exeWaitEv
0x0000007100008940,U,000704,_ZN14BossBirdDouble9exeDamageEv
0x0000007100008c00,U,000148,_ZN14BossBirdDouble26tryShiftThunderOrNextNerveEPKN2al5NerveE
0x0000007100008ca0,U,000060,_ZN14BossBirdDouble7exeDownEv
0x0000007100008ce0,U,000472,_ZN14BossBirdDouble15exeMoveApproachEv
0x0000007100008ec0,U,000264,_ZN14BossBirdDouble9exeAttackEv
0x0000007100008fd0,U,000184,_ZN14BossBirdDouble10exeThunderEv
0x0000007100009090,U,000380,_ZN14BossBirdDouble15exeBlowApproachEv
0x0000007100009210,U,000324,_ZN14BossBirdDouble8exeShoutEv
0x0000007100009360,U,000104,_ZN14BossBirdDouble10exeEndDemoEv
0x00000071000093d0,U,000012,_ZN14BossBirdDouble19checkRadishShootPosEv
0x00000071000093e0,U,000020,_ZN14BossBirdDouble17getRadishShootPosEv
0x0000007100009400,U,000072,_ZNK14BossBirdDouble6isWaitEv
0x0000007100009450,U,000092,_ZN14BossBirdDouble18setCopycatCopyMoveERN4sead7Vector3IfEEPS_
0x00000071000094b0,U,000024,_ZN14BossBirdDouble11setApproachEv
0x00000071000094d0,U,000012,_ZN14BossBirdDouble8setShoutEv
0x00000071000094e0,U,000060,_ZN14BossBirdDouble12setDisappearEv
0x0000007100009520,U,000012,_ZNK14BossBirdDouble10isShoutingEv
0x0000007100009530,U,000056,_ZN14BossBirdDouble12setDownNerveEv
0x0000007100009570,U,000008,_ZN14BossBirdDouble14setSecondPhaseEv
0x0000007100009580,U,000008,_ZNK14BossBirdDouble16canDemoTriggeredEv
0x0000007100009590,U,000012,_ZN14BossBirdDouble21watcherCanDemoTriggerEv
0x00000071000095a0,U,000012,_ZN14BossBirdDouble19canMoveToCoordinateEv
0x00000071000095b0,U,000012,_ZN14BossBirdDouble13getCorrdinateEv
0x00000071000095c0,U,000012,_ZN14BossBirdDouble11isAttackingEv
0x00000071000095d0,U,000016,_ZN14BossBirdDouble18isDamageSecondLastEv
0x00000071000095e0,U,000008,_ZN14BossBirdDouble9isDamagedEv
0x00000071000095f0,U,000012,_ZN14BossBirdDouble14setClearRadishEv
0x0000007100009600,U,000008,_ZNK14BossBirdDouble6isDemoEv
0x0000007100009610,U,000016,_ZN14BossBirdDouble14switchEndDemo2Ev
0x0000007100009620,U,000016,_ZN14BossBirdDoubleD1Ev
0x0000007100009630,U,000048,_ZN14BossBirdDoubleD0Ev
0x0000007100009660,U,000008,
0x0000007100009670,U,000008,
0x0000007100009680,U,000008,
0x0000007100009690,U,000008,
0x00000071000096a0,U,000008,
0x00000071000096b0,U,000108,
0x0000007100009720,U,000008,
0x0000007100009730,U,000008,
0x0000007100009740,U,000008,
0x0000007100009750,U,000008,
0x0000007100009760,U,000064,
0x00000071000097a0,U,000292,
0x00000071000098d0,U,000400,_ZN26BossBirdDoubleStateEndDemoC2EPN2al9LiveActorERKNS0_13ActorInitInfoEb
0x0000007100009a60,U,000020,_ZN26BossBirdDoubleStateEndDemo6appearEv
0x0000007100009a80,U,000244,_ZN26BossBirdDoubleStateEndDemo11exeEndDemo1Ev
0x0000007100009b80,U,000116,_ZN26BossBirdDoubleStateEndDemo11exeEndDemo2Ev
0x0000007100009c00,U,000056,_ZN26BossBirdDoubleStateEndDemo6exeEndEv
0x0000007100009c40,U,000036,_ZN26BossBirdDoubleStateEndDemoD0Ev
0x0000007100009c70,U,000004,_ZN2al14NerveStateBase4initEv
0x0000007100009c80,U,000012,_ZN2al14NerveStateBase4killEv
0x0000007100009c90,U,000004,_ZN2al14NerveStateBase7controlEv
0x0000007100009ca0,U,000008,
0x0000007100009cb0,U,000120,
0x0000007100009d30,U,000056,
0x0000007100009d70,U,000116,_ZN23BossBirdDoubleStateMoveC1EPN2al9LiveActorES2_PK28BossBirdDoubleStateMoveParam
0x0000007100009df0,U,000136,_ZN23BossBirdDoubleStateMove6appearEv
0x0000007100009e80,U,000120,_ZN23BossBirdDoubleStateMove12exeMoveStartEv
0x0000007100009f00,U,000004,_ZN23BossBirdDoubleStateMove14exeWaitForMoveEv
0x0000007100009f10,U,000144,_ZN23BossBirdDoubleStateMove22exeWaitForMoveStartEndEv
0x0000007100009fa0,U,000532,_ZN23BossBirdDoubleStateMove7exeMoveEv
0x000000710000a1c0,U,000136,_ZN23BossBirdDoubleStateMove8moveRailEb
0x000000710000a250,U,000240,_ZN23BossBirdDoubleStateMove10exeMoveEndEv
0x000000710000a340,U,000048,_ZN23BossBirdDoubleStateMove11reverseRailEv
0x000000710000a370,U,000028,_ZNK23BossBirdDoubleStateMove11isMoveStartEv
0x000000710000a390,U,000028,_ZNK23BossBirdDoubleStateMove6isMoveEv
0x000000710000a3b0,U,000028,_ZNK23BossBirdDoubleStateMove9isMoveEndEv
0x000000710000a3d0,U,000028,_ZNK23BossBirdDoubleStateMove10isWaitMoveEv
0x000000710000a3f0,U,000048,_ZNK23BossBirdDoubleStateMove16getAnimNameStartEv
0x000000710000a420,U,000012,_ZN23BossBirdDoubleStateMove12setMoveNerveEv
0x000000710000a430,U,000128,_ZN23BossBirdDoubleStateMove19requestNewRailIndexEv
0x000000710000a4b0,U,000008,_ZN23BossBirdDoubleStateMove11resyncRailsEv
0x000000710000a4c0,U,000036,_ZN23BossBirdDoubleStateMoveD0Ev
0x000000710000a4f0,U,000124,
0x000000710000a570,U,000008,
0x000000710000a580,U,000148,
0x000000710000a620,U,000008,
0x000000710000a630,U,000004,
0x000000710000a640,U,000116,_ZN21BossBirdDoubleWatcherC2EPKc
0x000000710000a6c0,U,000124,_ZN21BossBirdDoubleWatcherC1EPKc
0x000000710000a740,U,000284,_ZN21BossBirdDoubleWatcher4initERKN2al13ActorInitInfoE
0x000000710000a860,U,000004,_ZN21BossBirdDoubleWatcher8exeWatchEv
0x000000710000a870,U,000004,_ZN21BossBirdDoubleWatcher12exeAllAppearEv
0x000000710000a880,U,000004,_ZN21BossBirdDoubleWatcher12exeDisAppearEv
0x000000710000a890,U,000008,_ZN21BossBirdDoubleWatcher19canEndDemoTriggeredEP14BossBirdDouble
0x000000710000a8a0,U,000100,_ZN21BossBirdDoubleWatcher18setCopycatApproachEP14BossBirdDouble
0x000000710000a910,U,000100,_ZN21BossBirdDoubleWatcher15setCopycatShoutEP14BossBirdDouble
0x000000710000a980,U,000100,_ZN21BossBirdDoubleWatcher19setCopycatDisappearEP14BossBirdDouble
0x000000710000a9f0,U,000100,_ZN21BossBirdDoubleWatcher21setCopycatSecondPhaseEP14BossBirdDouble
0x000000710000aa60,U,000100,_ZN21BossBirdDoubleWatcher21setCopycatClearRadishEP14BossBirdDouble
0x000000710000aad0,U,000100,_ZN21BossBirdDoubleWatcher11killCopyCatEP14BossBirdDouble
0x000000710000ab40,U,000192,_ZN21BossBirdDoubleWatcher13canStopOnRailEP14BossBirdDouble
0x000000710000ac00,U,000168,_ZN21BossBirdDoubleWatcher9movingNowEP14BossBirdDouble
0x000000710000acb0,U,000204,_ZN21BossBirdDoubleWatcher16isRadishPosValidEP14BossBirdDouble
0x000000710000ad80,U,000144,_ZN21BossBirdDoubleWatcher10isOnlyBirdEP14BossBirdDouble
0x000000710000ae10,U,000168,_ZN21BossBirdDoubleWatcher9canAttackEP14BossBirdDouble
0x000000710000aec0,U,000016,_ZN21BossBirdDoubleWatcherD1Ev
0x000000710000aed0,U,000048,_ZN21BossBirdDoubleWatcherD0Ev
0x000000710000af00,U,000004,
0x000000710000af10,U,000048,_ZN16BossBirdFunction9BlowParamC2EfRKN4sead7Vector3IfEEffffff
0x000000710000af40,U,000208,_ZN16BossBirdFunction28trySendMsgBossBirdBlowAttackEPKN2al9LiveActorEPNS0_9HitSensorES5_RKNS_9BlowParamE
0x000000710000b010,U,000352,_ZN16BossBirdFunction37checkCollisionBetweenTargetTransLocalEPKN2al9LiveActorERKN4sead7Vector3IfEE
0x000000710000b170,U,000364,_ZN16BossBirdFunction25sendMsgBossBirdBlowAttackEPKN2al9LiveActorEPNS0_9HitSensorES5_RKNS_9BlowParamE
0x000000710000b2e0,U,000552,_ZN16BossBirdFunction22tryCreateBossBirdLinksEPPN2al9LiveActorES2_RKNS0_13ActorInitInfoEPKcib
0x000000710000b510,U,000088,_ZN16BossBirdFunction13followPlayerYEPN2al9LiveActorEff
0x000000710000b570,U,000136,_ZN16BossBirdFunction9faceToDirEPN2al9LiveActorERKN4sead7Vector3IfEEf
